matrix,rows,cols,nnz,mapping,precision,global_bg,descriptors,useful_value_bytes,value_padding_bytes,physical_value_bytes,useful_index_bytes,index_padding_bytes,physical_index_bytes,total_padding_bytes,alignment_overhead_ratio,x_useful_bytes,x_padding_bytes,descriptor_bytes,max_bg_nnz,avg_bg_nnz,load_cv,bg_nnz,bg_descriptor_count,total_chunks,full_chunks,tail_chunks,active_lanes,available_lanes,lane_utilization,lockstep_rounds,critical_bg,bg_chunk_count,bg_idle_round_count,x_scalar_loads,x_burst_reads,value_burst_reads,index_burst_reads,logical_mul_events,partials,host_accumulations,matrix_preload_bursts,result_bursts,matrix_preload_cycles,x_load_cycles,value_read_cycles,index_read_cycles,result_cycles,synchronization_drain_cycles,kernel_resident_cycles,kernel_with_x_cycles,end_to_end_cycles,cpu_reference_ms,layout_ms,x_packing_ms,multiply_ms,host_accumulation_ms,max_error,validation_passed
csc_partial_stream_sample,6,7,9,round_robin,FP32,64,5,36,124,160,36,124,160,248,3.44444,20,140,160,3,0.140625,3.74331,"2;1;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0",5,0,5,9,40,0.225,1,0,"1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0","0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",5,5,5,5,5,9,9,10,1,60,47,47,47,22,0,116,163,223,0.000721,0.082271,0.000745,0.001079,0.000277,0,1
