matrix,rows,cols,nnz,mapping,precision,global_bg,descriptors,useful_value_bytes,value_padding_bytes,physical_value_bytes,useful_index_bytes,index_padding_bytes,physical_index_bytes,total_padding_bytes,alignment_overhead_ratio,x_useful_bytes,x_padding_bytes,descriptor_bytes,max_bg_nnz,avg_bg_nnz,load_cv,total_chunks,full_chunks,tail_chunks,active_lanes,available_lanes,lane_utilization,lockstep_rounds,critical_bg,x_scalar_loads,x_burst_reads,value_burst_reads,index_burst_reads,logical_mul_events,partials,host_accumulations,matrix_preload_cycles,x_load_cycles,value_read_cycles,index_read_cycles,result_cycles,kernel_resident_cycles,kernel_with_x_cycles,end_to_end_cycles,cpu_reference_ms,layout_ms,x_packing_ms,multiply_ms,host_accumulation_ms,max_error,validation_passed
cant_csc,62452,62452,4007384,round_robin,FP32,64,62452,16029536,1222656,17252192,16029536,1222656,17252192,2445312,0.0762752,249808,48,1998464,62634,62615.4,0.000152493,539131,476741,62390,4007384,4313048,0.92913,8427,4,62452,7808,539131,539131,539131,4007384,4007384,398848,1456,179290,179120,1130,359540,360996,759844,3.95714,3160.27,0.169161,53.3291,6.27021,1.52588e-05,1
